year,address,lat,lng,workers
2017,"Ripley, OH, United States",38.7412109375,-83.842643737793,6
2017,"Russellville, OH 45168, USA",38.8664589,-83.7868687,5
2017,"Sabina, OH 45169, USA",39.4886732,-83.6368659,2
2017,"South Bloomfield, OH 43103, USA",39.71839620000001,-82.98684890000001,8
2017,"Tiffin, OH 44883, USA",41.1144992,-83.1779746,48
2017,"Valley City, OH, United States",41.23765182495121,-81.929817199707,10
2017,"Wapakoneta, OH, United States",40.567878723144496,-84.1945266723633,47
2017,"Washington Court House, OH, United States",39.5353507995605,-83.4404678344727,9
2018,"Akron, OH, USA",41.08144470000001,-81.51900529999998,3
2018,"Chagrin Falls, OH 44022, USA",41.4298516,-81.3910999,3
2018,"Chardon, OH 44024, USA",41.5786639,-81.2133262,6
2018,"Chesterland, OH 44026, USA",41.5222735,-81.33788740000001,14
2018,"Circleville, OH 43113, USA",39.600618,-82.94601329999998,63
2018,"Delta, OH 43515, USA",41.573663,-84.0052235,80
2018,"Fremont, OH 43420, USA",41.3503303,-83.12186340000002,40
2018,"Hartville, OH 44632, USA",40.9636685,-81.33121949999997,60
2018,"Hillsboro, OH 45133, USA",39.2022866,-83.611587,10
2018,"Huron, OH, United States",41.3909111022949,-82.5583877563477,178
2018,"Lima, OH, United States",40.7426910400391,-84.107292175293,5
2018,"Loudonville, OH, United States",40.63547897338871,-82.23011779785159,4
2018,"Lowell, OH 45744, USA",39.5297958,-81.50623490000002,50
2018,"Madison, OH 44057, USA",41.7711633,-81.049819,34
2018,"Mantua, OH, United States",41.283729553222706,-81.2239990234375,2
2018,"Marysville, OH, United States",40.235298156738295,-83.3664169311523,14
2018,"Mason, OH, United States",39.356971740722706,-84.29762268066409,16
2018,"Medina, OH, United States",41.1403198242188,-81.8640213012695,2
2018,"New Albany, OH, USA",40.0811745,-82.8087864,4
2018,"New Carlisle, OH 45344, USA",39.9361699,-84.0254913,84
2018,"Otway, OH 45657, USA",38.866462,-83.1874041,4
2018,"Painesville, OH 44077, USA",41.7244885,-81.245657,17
2018,"Pandora, OH, United States",40.9491081237793,-83.96141052246091,27
2018,"Pemberville, OH 43450, USA",41.4108855,-83.46104,7
2018,"Perry, OH 44081, USA",41.7603259,-81.14093220000002,213
2018,"Richwood, OH, United States",40.4266395568848,-83.29591369628909,2
2018,"Ripley, OH, United States",38.7412109375,-83.842643737793,6
2018,"Sabina, OH 45169, USA",39.4886732,-83.6368659,2
2018,"South Bloomfield, OH 43103, USA",39.71839620000001,-82.98684890000001,8
2018,"Tiffin, OH 44883, USA",41.1144992,-83.1779746,49
2018,"Valley City, OH, United States",41.23765182495121,-81.929817199707,13
